lot_id,jour,heure,temperature_C,humidite_sol_pct,luminosite_lux,humidite_air_pct,chances_pousse_pct
3,7,2,37.14,83.85,0.0,42.73,32.46
3,7,3,36.27,82.95,1.4,41.45,32.46
3,7,4,36.68,85.27,0.0,42.33,32.46
3,7,5,36.21,83.11,0.0,43.87,32.46
3,7,6,35.05,84.2,0.0,44.81,32.46
3,7,7,34.41,86.05,494.3,40.67,32.46
3,7,8,31.93,85.36,795.1,42.95,32.46
3,7,9,31.47,82.32,1171.8,38.14,32.46
3,7,10,29.84,84.95,1578.6,43.01,32.46
3,7,11,29.38,84.3,1706.8,38.38,32.46
3,7,12,28.18,87.27,1817.8,36.59,32.46
3,7,13,28.21,85.21,1854.5,33.88,32.46
3,7,14,27.44,82.93,1647.7,35.18,32.46
3,7,15,28.1,87.09,1327.4,34.52,32.46
3,7,16,27.79,84.0,1064.6,34.62,32.46
3,7,17,28.93,84.47,552.9,32.98,32.46
3,7,18,30.48,85.44,479.7,34.09,32.46
3,7,19,31.15,83.59,1.4,35.44,32.46
3,7,20,32.59,83.79,0.0,37.49,32.46
3,7,21,33.3,83.28,1.4,36.46,32.46
3,7,22,35.18,85.5,1.4,36.3,32.46
3,7,23,36.22,84.97,0.0,39.85,32.46
3,8,0,35.66,81.22,0.0,43.06,35.59
3,8,1,35.16,83.92,3.6,43.33,35.59
3,8,2,35.45,82.28,1.1,44.88,35.59
3,8,3,36.2,84.24,0.0,46.4,35.59
3,8,4,35.81,81.78,0.0,44.99,35.59
3,8,5,34.06,80.02,0.0,45.73,35.59
3,8,6,34.11,81.6,0.0,47.67,35.59
3,8,7,31.68,80.03,411.6,43.33,35.59
3,8,8,30.17,82.33,843.1,41.36,35.59
3,8,9,29.89,83.12,1069.1,42.36,35.59
3,8,10,28.83,81.3,1533.7,42.66,35.59
3,8,11,28.37,84.04,1516.0,40.88,35.59
3,8,12,27.36,80.22,1777.6,38.7,35.59
3,8,13,27.41,83.61,1700.4,39.79,35.59
3,8,14,26.44,82.14,1578.4,34.02,35.59
3,8,15,26.52,83.27,1293.1,36.59,35.59
3,8,16,26.6,82.31,1030.3,36.07,35.59
3,8,17,26.97,81.86,842.0,35.22,35.59
3,8,18,28.74,82.39,576.3,38.39,35.59
3,8,19,30.25,81.06,0.7,38.1,35.59
3,8,20,30.69,81.22,3.4,37.83,35.59
3,8,21,33.05,84.02,0.8,40.17,35.59
3,8,22,32.65,82.83,2.8,41.81,35.59
3,8,23,34.39,85.09,0.0,41.15,35.59
4,1,0,38.0,51.66,0.0,50.39,39.82
4,1,1,37.14,52.74,0.1,47.26,39.82
4,1,2,37.44,51.78,0.0,53.1,39.82
4,1,3,36.7,54.03,0.0,51.01,39.82
4,1,4,37.39,53.32,1.1,53.06,39.82
4,1,5,36.3,51.89,0.0,50.2,39.82
4,1,6,37.25,54.68,0.0,48.95,39.82
4,1,7,35.21,53.63,1.1,49.76,39.82
4,1,8,34.05,53.3,366.1,45.78,39.82
4,1,9,33.13,51.54,601.9,52.38,39.82
4,1,10,32.62,52.34,947.1,47.33,39.82
4,1,11,31.96,53.72,1341.6,43.61,39.82
4,1,12,31.45,51.42,1481.3,42.73,39.82
4,1,13,30.68,52.37,1671.6,44.45,39.82
4,1,14,30.15,52.89,1544.9,40.39,39.82
4,1,15,30.78,52.35,1658.7,42.42,39.82
4,1,16,30.53,51.97,1293.8,44.74,39.82
4,1,17,30.96,49.99,1061.4,42.36,39.82
4,1,18,32.01,53.61,407.3,42.28,39.82
4,1,19,33.41,54.2,301.8,43.2,39.82
4,1,20,33.65,53.2,0.0,43.49,39.82
4,1,21,34.47,53.79,1.7,44.96,39.82
4,1,22,35.8,50.64,0.0,46.53,39.82
4,1,23,37.78,51.14,2.9,49.39,39.82
4,2,0,38.04,63.22,2.2,51.1,34.58
4,2,1,37.74,61.08,0.0,52.98,34.58
4,2,2,39.13,60.69,0.0,53.96,34.58
4,2,3,38.82,58.01,0.0,54.69,34.58
4,2,4,38.66,60.64,0.0,55.47,34.58
4,2,5,37.22,59.6,0.0,54.09,34.58
4,2,6,36.54,58.07,1.8,55.78,34.58
4,2,7,36.36,59.67,0.0,53.06,34.58
4,2,8,35.47,62.38,299.8,52.16,34.58
4,2,9,34.54,63.56,644.7,52.02,34.58
4,2,10,33.55,63.5,905.7,48.25,34.58
4,2,11,33.52,62.43,1139.5,47.53,34.58
4,2,12,32.43,62.07,1452.3,47.51,34.58
4,2,13,32.8,62.99,1608.1,47.42,34.58
4,2,14,31.32,61.98,1748.6,44.88,34.58
4,2,15,31.53,60.4,1374.4,43.53,34.58
4,2,16,32.1,59.27,1212.5,45.89,34.58
4,2,17,32.36,63.66,951.4,46.26,34.58
4,2,18,33.18,62.66,532.1,46.54,34.58
4,2,19,34.4,62.21,288.7,44.66,34.58
4,2,20,35.47,59.96,0.9,44.99,34.58
4,2,21,36.46,59.53,1.1,49.18,34.58
4,2,22,36.49,62.25,0.5,48.73,34.58
4,2,23,37.03,58.44,0.7,48.49,34.58
4,3,0,36.17,84.36,0.9,47.63,31.42
4,3,1,36.72,84.8,0.0,50.6,31.42
4,3,2,36.43,83.68,0.7,53.91,31.42
4,3,3,36.88,81.91,1.2,54.26,31.42
4,3,4,36.2,85.52,4.0,53.97,31.42
4,3,5,35.6,85.45,0.3,52.3,31.42
4,3,6,34.61,86.23,0.0,54.06,31.42
4,3,7,34.23,81.78,0.7,47.82,31.42
4,3,8,33.43,85.21,311.3,50.12,31.42
4,3,9,33.23,83.12,502.1,50.95,31.42
4,3,10,32.43,83.89,954.4,49.45,31.42
4,3,11,30.38,83.15,1274.9,48.67,31.42
4,3,12,30.5,82.56,1597.0,44.14,31.42
4,3,13,29.72,84.4,1718.3,45.18,31.42
4,3,14,29.98,84.58,1605.8,43.94,31.42
4,3,15,28.62,83.44,1482.0,40.88,31.42
4,3,16,30.42,83.58,1353.1,44.79,31.42
4,3,17,30.52,83.66,904.1,41.93,31.42
4,3,18,31.54,82.74,529.0,44.04,31.42
4,3,19,32.56,82.68,456.2,42.95,31.42
4,3,20,33.24,85.11,0.0,45.62,31.42
4,3,21,33.72,83.59,0.0,45.02,31.42
4,3,22,34.69,81.56,0.0,47.01,31.42
4,3,23,35.35,83.52,0.0,49.45,31.42
4,4,0,34.88,88.46,0.0,49.73,19.1
4,4,1,35.89,89.56,0.0,49.11,19.1
4,4,2,35.7,89.13,1.1,48.61,19.1
4,4,3,35.42,90.85,0.4,55.83,19.1
4,4,4,35.44,88.89,0.0,49.3,19.1
4,4,5,34.69,89.15,1.8,50.97,19.1
4,4,6,33.98,89.45,3.5,50.81,19.1
4,4,7,34.15,91.62,1.0,51.05,19.1
4,4,8,32.57,87.51,336.7,50.73,19.1
4,4,9,31.48,88.29,583.5,50.81,19.1
4,4,10,31.33,90.31,949.5,46.41,19.1
4,4,11,29.16,89.01,1301.7,45.26,19.1
4,4,12,29.36,89.95,1590.3,46.9,19.1
4,4,13,30.26,90.16,1616.6,41.15,19.1
4,4,14,29.77,88.65,1619.8,40.98,19.1
4,4,15,28.85,89.14,1413.3,41.32,19.1
4,4,16,29.21,91.65,1121.8,42.29,19.1
4,4,17,30.62,89.63,852.0,41.79,19.1
4,4,18,31.29,90.69,577.5,43.36,19.1
4,4,19,30.96,91.42,416.8,42.96,19.1
4,4,20,31.95,89.07,1.1,46.3,19.1
4,4,21,32.92,91.09,0.0,44.79,19.1
4,4,22,34.03,89.04,0.0,45.96,19.1
4,4,23,34.88,90.12,0.0,45.07,19.1
4,5,0,35.68,87.57,0.0,55.08,19.48
4,5,1,36.63,88.45,0.0,59.11,19.48
4,5,2,35.21,88.12,0.1,57.8,19.48
4,5,3,36.03,87.79,0.0,58.62,19.48
4,5,4,35.22,86.78,0.0,58.42,19.48
4,5,5,35.17,87.39,2.9,58.15,19.48
4,5,6,34.03,87.45,1.5,56.89,19.48
4,5,7,33.44,88.29,0.0,57.53,19.48
4,5,8,32.97,88.32,302.4,54.93,19.48
4,5,9,31.59,88.41,644.0,53.34,19.48
4,5,10,29.95,89.84,899.4,55.04,19.48
4,5,11,29.36,86.65,1255.5,54.5,19.48
4,5,12,28.77,86.2,1427.6,50.54,19.48
4,5,13,28.57,86.24,1554.8,48.97,19.48
4,5,14,28.32,88.56,1597.8,50.64,19.48
4,5,15,28.15,88.13,1630.3,48.85,19.48
4,5,16,29.72,89.34,1281.2,49.49,19.48
4,5,17,30.12,89.17,961.5,47.73,19.48
4,5,18,29.68,85.79,598.6,50.8,19.48
4,5,19,30.79,89.5,343.1,49.97,19.48
4,5,20,31.78,85.29,0.5,54.31,19.48
4,5,21,33.03,85.34,1.6,50.51,19.48
4,5,22,33.27,87.76,0.2,52.73,19.48
4,5,23,34.42,89.19,1.7,57.41,19.48
4,6,0,36.75,85.01,0.0,53.26,19.45
4,6,1,37.35,90.07,3.0,55.06,19.45
4,6,2,38.06,86.13,0.0,55.07,19.45
4,6,3,38.04,84.59,0.7,55.22,19.45
4,6,4,36.62,85.16,0.0,58.45,19.45
4,6,5,37.33,84.45,1.0,53.13,19.45
4,6,6,36.9,85.75,0.0,56.94,19.45
4,6,7,34.91,84.36,0.0,55.71,19.45
4,6,8,33.93,82.2,322.7,53.95,19.45
4,6,9,34.42,85.76,554.5,53.64,19.45
4,6,10,32.08,85.87,888.0,51.29,19.45
4,6,11,32.07,86.5,974.1,48.34,19.45
4,6,12,32.02,84.98,1441.1,48.79,19.45
4,6,13,31.29,86.71,1514.8,46.77,19.45
4,6,14,31.65,86.69,1554.8,46.63,19.45
4,6,15,31.82,83.38,1556.2,45.29,19.45
4,6,16,32.01,88.25,1100.3,44.56,19.45
4,6,17,32.18,85.28,1050.4,44.51,19.45
4,6,18,32.74,86.76,523.2,45.7,19.45
4,6,19,33.98,85.95,376.2,46.29,19.45
4,6,20,33.93,86.93,3.5,48.15,19.45
4,6,21,35.66,87.49,0.0,51.88,19.45
4,6,22,36.46,88.9,0.0,53.35,19.45
4,6,23,37.44,87.28,0.5,51.54,19.45
4,7,0,37.8,83.08,4.7,49.12,21.19
4,7,1,38.14,81.15,0.0,54.03,21.19
4,7,2,38.67,82.76,2.6,53.18,21.19
4,7,3,38.48,83.08,0.1,54.94,21.19
4,7,4,38.11,85.43,0.9,53.89,21.19
4,7,5,36.58,82.25,0.0,57.34,21.19
4,7,6,36.08,83.29,3.0,54.24,21.19
4,7,7,35.02,83.46,0.0,54.67,21.19
4,7,8,34.39,83.03,311.2,52.96,21.19
4,7,9,33.76,83.01,558.7,51.79,21.19
4,7,10,32.82,83.84,817.8,52.13,21.19
4,7,11,32.27,83.04,1203.2,49.21,21.19
4,7,12,30.82,84.31,1353.9,49.52,21.19
4,7,13,31.24,84.96,1541.7,47.19,21.19
4,7,14,31.85,83.39,1554.5,47.27,21.19
4,7,15,31.67,82.97,1301.9,44.87,21.19
4,7,16,32.03,82.63,1210.3,44.63,21.19
4,7,17,31.25,82.78,964.5,42.23,21.19
4,7,18,33.04,82.02,669.6,47.36,21.19
4,7,19,33.63,83.54,318.6,45.07,21.19
4,7,20,35.43,82.5,3.1,46.83,21.19
4,7,21,35.71,82.09,1.0,48.84,21.19
4,7,22,36.09,84.71,0.0,48.48,21.19
4,7,23,37.32,82.08,1.0,53.37,21.19
4,8,0,35.38,80.73,1.8,51.33,41.31
4,8,1,36.1,80.46,4.6,48.69,41.31
4,8,2,35.65,76.57,1.4,47.59,41.31
4,8,3,36.12,80.05,0.4,51.55,41.31
4,8,4,36.09,81.31,0.0,50.07,41.31
4,8,5,35.06,80.64,1.8,51.59,41.31
4,8,6,35.35,77.63,3.3,52.7,41.31
4,8,7,34.32,82.07,0.0,48.83,41.31
4,8,8,32.72,80.48,274.3,49.72,41.31
4,8,9,32.91,80.44,610.7,45.89,41.31
4,8,10,30.99,81.27,935.6,46.02,41.31
4,8,11,30.52,76.35,1088.7,47.65,41.31
4,8,12,29.55,79.68,1517.8,41.7,41.31
4,8,13,29.95,80.8,1593.7,46.85,41.31
4,8,14,28.91,80.98,1588.3,42.91,41.31
4,8,15,30.08,78.29,1481.0,38.47,41.31
4,8,16,30.5,79.84,1262.8,42.67,41.31
4,8,17,30.91,79.62,838.8,40.18,41.31
4,8,18,32.01,81.55,601.2,41.82,41.31
4,8,19,31.77,81.15,437.6,45.46,41.31
4,8,20,32.65,78.83,0.5,44.55,41.31
4,8,21,33.84,78.08,1.8,45.87,41.31
4,8,22,34.3,81.43,2.3,46.28,41.31
4,8,23,35.48,80.22,0.0,47.42,41.31
5,1,0,25.07,91.64,3.4,46.93,26.23
5,1,1,25.35,94.96,0.7,47.97,26.23
5,1,2,26.12,91.71,2.2,51.77,26.23
5,1,3,26.19,93.79,3.5,50.68,26.23
5,1,4,25.08,93.92,4.2,49.32,26.23
5,1,5,25.09,93.87,0.0,49.2,26.23
5,1,6,25.31,96.73,0.4,48.82,26.23
5,1,7,23.37,93.64,130.4,50.09,26.23
5,1,8,23.49,92.37,145.2,49.6,26.23
5,1,9,23.29,90.93,259.5,48.0,26.23
5,1,10,22.93,91.24,267.7,45.62,26.23
5,1,11,21.96,95.94,357.3,44.19,26.23
5,1,12,20.79,95.09,353.3,45.79,26.23
5,1,13,20.91,95.64,381.2,42.1,26.23
5,1,14,20.71,92.74,344.4,41.63,26.23
5,1,15,20.76,93.0,283.8,37.82,26.23
5,1,16,21.54,91.78,196.4,38.31,26.23
5,1,17,20.81,91.22,141.5,43.95,26.23
5,1,18,21.97,93.52,108.5,41.71,26.23
5,1,19,22.8,91.46,2.9,45.02,26.23
5,1,20,22.65,91.71,0.0,41.9,26.23
5,1,21,24.39,92.16,4.3,46.34,26.23
5,1,22,24.86,94.79,2.2,45.0,26.23
5,1,23,24.86,93.37,1.7,47.35,26.23
5,2,0,27.34,90.13,2.4,44.33,28.63
5,2,1,27.95,88.63,2.2,45.54,28.63
5,2,2,27.7,91.22,1.1,44.46,28.63
5,2,3,27.92,89.13,5.3,46.98,28.63
5,2,4,27.81,90.58,2.8,46.22,28.63
5,2,5,27.02,91.14,0.0,44.57,28.63
5,2,6,26.16,92.17,0.3,44.8,28.63
5,2,7,26.07,91.09,104.3,42.71,28.63
5,2,8,25.7,91.69,187.0,43.01,28.63
5,2,9,25.52,90.19,253.0,43.5,28.63
5,2,10,23.52,92.49,294.2,42.22,28.63
5,2,11,23.08,90.63,364.7,42.96,28.63
5,2,12,24.06,90.71,342.5,39.05,28.63
5,2,13,22.81,90.23,345.8,37.5,28.63
5,2,14,22.76,89.05,326.3,36.82,28.63
5,2,15,23.25,86.13,237.9,36.01,28.63
5,2,16,23.26,90.16,204.4,36.36,28.63
5,2,17,23.82,88.77,173.7,36.79,28.63
5,2,18,24.55,89.98,140.4,37.91,28.63
5,2,19,24.64,91.11,0.0,37.99,28.63
5,2,20,25.7,90.07,0.0,37.33,28.63
5,2,21,25.79,90.03,0.0,42.71,28.63
5,2,22,25.48,89.39,0.2,42.11,28.63
5,2,23,26.86,91.58,0.0,41.79,28.63
5,3,0,28.75,92.44,1.0,39.78,32.29
5,3,1,29.2,95.3,0.0,38.79,32.29
5,3,2,29.24,96.02,0.0,44.53,32.29
5,3,3,30.05,94.83,0.7,43.06,32.29
5,3,4,29.28,93.86,0.0,41.2,32.29
5,3,5,27.69,96.06,0.3,42.64,32.29
5,3,6,28.48,93.17,0.0,41.71,32.29
5,3,7,28.35,92.65,60.7,40.56,32.29
5,3,8,27.59,91.81,143.6,40.7,32.29
5,3,9,27.65,92.37,203.7,39.61,32.29
5,3,10,26.36,93.47,262.9,38.45,32.29
5,3,11,25.54,97.08,356.4,37.75,32.29
5,3,12,24.7,98.07,363.9,34.39,32.29
5,3,13,25.49,92.2,334.0,34.45,32.29
5,3,14,24.5,94.07,355.0,32.11,32.29
5,3,15,24.62,93.87,265.7,32.88,32.29
5,3,16,25.26,97.59,228.8,29.04,32.29
5,3,17,25.22,94.48,172.3,33.25,32.29
5,3,18,26.38,95.0,130.2,32.81,32.29
5,3,19,26.44,95.65,0.0,33.08,32.29
5,3,20,26.7,93.28,1.0,32.55,32.29
5,3,21,26.89,97.2,0.0,36.81,32.29
5,3,22,27.53,94.55,0.0,35.46,32.29
5,3,23,29.47,96.18,0.0,40.6,32.29
5,4,0,29.47,94.75,0.0,40.52,24.38
5,4,1,30.58,95.09,1.6,41.44,24.38
5,4,2,29.25,96.72,0.0,42.8,24.38
5,4,3,29.57,95.26,0.0,44.52,24.38
5,4,4,29.65,96.19,0.0,43.67,24.38
5,4,5,29.5,96.43,0.0,44.45,24.38
5,4,6,27.39,95.16,3.8,42.0,24.38
5,4,7,27.36,96.24,81.0,41.68,24.38
5,4,8,27.42,94.14,161.2,42.71,24.38
5,4,9,26.68,95.49,223.5,40.94,24.38
5,4,10,25.8,95.78,283.9,38.82,24.38
5,4,11,24.85,95.04,328.9,36.13,24.38
5,4,12,25.07,95.41,386.0,35.95,24.38
5,4,13,24.89,95.92,376.9,34.32,24.38
5,4,14,24.68,95.64,336.5,31.63,24.38
5,4,15,24.77,98.41,275.6,33.17,24.38
5,4,16,25.13,95.56,240.3,32.21,24.38
5,4,17,25.71,95.98,152.1,34.77,24.38
5,4,18,26.38,96.4,79.7,35.99,24.38
5,4,19,26.44,95.2,0.1,35.33,24.38
5,4,20,27.72,94.97,0.0,36.0,24.38
5,4,21,27.87,96.94,1.2,36.52,24.38
5,4,22,29.63,95.49,2.6,38.87,24.38
5,4,23,29.17,96.35,2.4,41.97,24.38
5,5,0,28.8,94.26,0.0,45.04,19.38
5,5,1,29.52,92.89,0.0,44.43,19.38
5,5,2,29.12,93.59,0.0,46.01,19.38
5,5,3,28.34,92.1,0.0,47.6,19.38
5,5,4,28.78,95.55,0.0,46.39,19.38
5,5,5,28.47,93.14,0.0,48.8,19.38
5,5,6,28.55,93.41,1.0,44.96,19.38
5,5,7,26.74,96.72,78.8,44.46,19.38
5,5,8,26.63,96.46,182.4,41.34,19.38
5,5,9,25.93,94.01,225.5,43.58,19.38
5,5,10,24.62,93.37,302.2,42.37,19.38
5,5,11,24.88,93.55,341.9,41.17,19.38
5,5,12,24.42,92.42,348.3,36.62,19.38
5,5,13,24.88,95.19,366.6,37.14,19.38
5,5,14,23.78,95.62,372.0,36.11,19.38
5,5,15,24.72,94.02,278.4,38.78,19.38
5,5,16,24.4,94.43,222.6,33.91,19.38
5,5,17,24.95,93.14,128.2,35.75,19.38
5,5,18,25.06,95.53,81.2,35.84,19.38
5,5,19,26.05,91.99,0.0,35.32,19.38
5,5,20,27.05,93.53,0.0,40.23,19.38
5,5,21,26.88,93.51,0.0,38.47,19.38
5,5,22,27.39,93.24,0.0,41.79,19.38
5,5,23,27.92,94.46,1.0,41.94,19.38
5,6,0,27.75,92.83,0.0,45.6,24.14
5,6,1,27.5,91.8,0.0,43.92,24.14
5,6,2,27.48,93.56,0.0,47.89,24.14
5,6,3,28.02,90.37,1.3,48.83,24.14
5,6,4,27.25,93.95,0.0,47.93,24.14
5,6,5,26.71,90.63,0.0,47.43,24.14
5,6,6,26.63,91.54,0.0,47.52,24.14
5,6,7,26.19,93.59,97.3,48.08,24.14
5,6,8,24.98,94.05,187.7,46.01,24.14
5,6,9,24.81,92.53,249.2,41.95,24.14
5,6,10,23.82,92.72,316.4,43.36,24.14
5,6,11,23.3,92.85,332.6,40.43,24.14
5,6,12,23.87,91.26,401.4,41.53,24.14
5,6,13,23.68,92.63,365.7,37.1,24.14
5,6,14,22.78,94.06,360.6,36.8,24.14
5,6,15,22.95,93.09,256.3,38.84,24.14
5,6,16,23.02,93.03,209.5,36.6,24.14
5,6,17,23.78,93.0,147.8,36.86,24.14
5,6,18,24.46,95.8,103.7,39.95,24.14
5,6,19,24.22,93.56,0.0,37.04,24.14
5,6,20,25.2,95.11,1.9,40.65,24.14
5,6,21,25.45,93.03,0.6,41.76,24.14
5,6,22,25.9,91.98,0.0,43.59,24.14
5,6,23,26.25,93.08,0.3,45.36,24.14
5,7,0,29.82,89.57,0.3,48.83,29.99
5,7,1,29.87,91.34,0.0,50.64,29.99
5,7,2,29.5,89.55,0.0,52.71,29.99
5,7,3,29.11,92.34,0.0,51.03,29.99
5,7,4,29.38,92.84,0.0,49.07,29.99
5,7,5,28.77,92.9,0.0,46.42,29.99
5,7,6,28.33,91.83,0.0,51.07,29.99
5,7,7,27.18,90.18,123.9,47.22,29.99
5,7,8,27.14,92.23,174.5,46.89,29.99
5,7,9,27.15,91.39,195.0,48.06,29.99
5,7,10,25.5,90.7,312.1,44.64,29.99
5,7,11,24.44,92.66,365.9,44.04,29.99
5,7,12,25.29,89.85,373.2,42.75,29.99
5,7,13,24.45,90.94,346.0,41.56,29.99
5,7,14,24.68,93.16,314.6,41.92,29.99
5,7,15,24.93,87.59,290.1,41.96,29.99
5,7,16,25.16,90.28,224.2,40.72,29.99
5,7,17,24.42,90.69,147.9,39.58,29.99
5,7,18,27.03,92.28,79.5,41.66,29.99
5,7,19,27.12,88.16,0.2,42.12,29.99
5,7,20,26.41,90.97,2.2,45.23,29.99
5,7,21,27.57,94.16,0.0,44.71,29.99
5,7,22,27.6,90.54,0.0,46.23,29.99
5,7,23,28.76,89.16,0.0,49.66,29.99
5,8,0,28.56,92.98,0.0,43.71,26.25
5,8,1,28.52,93.92,0.1,45.16,26.25
5,8,2,28.25,96.82,4.8,46.92,26.25
5,8,3,28.17,91.87,0.0,46.67,26.25
5,8,4,27.61,93.35,3.2,47.07,26.25
5,8,5,27.62,93.26,2.4,46.54,26.25
5,8,6,26.78,91.9,0.0,45.53,26.25
5,8,7,27.28,97.03,86.7,43.88,26.25
5,8,8,25.64,93.04,169.7,44.04,26.25
5,8,9,25.27,95.79,209.9,44.82,26.25
5,8,10,24.16,97.49,323.5,41.86,26.25
5,8,11,23.52,92.54,360.4,40.69,26.25
5,8,12,24.06,97.57,356.9,37.68,26.25
5,8,13,23.45,95.98,351.0,38.55,26.25
5,8,14,23.95,91.82,340.8,36.89,26.25
5,8,15,23.41,95.33,286.5,35.68,26.25
5,8,16,23.35,96.41,224.1,38.29,26.25
5,8,17,24.13,95.48,147.4,36.05,26.25
5,8,18,24.9,95.96,84.0,36.83,26.25
5,8,19,25.05,96.7,1.1,36.51,26.25
5,8,20,25.74,93.9,0.0,39.37,26.25
5,8,21,26.29,93.73,0.0,42.94,26.25
5,8,22,26.86,94.34,0.0,41.27,26.25
5,8,23,27.6,94.37,0.2,42.03,26.25
6,1,0,35.99,74.36,0.0,83.08,33.3
6,1,1,35.2,74.08,2.7,85.34,33.3
6,1,2,36.01,75.61,0.0,86.84,33.3
6,1,3,35.85,75.59,2.3,84.14,33.3
6,1,4,36.48,72.95,3.3,84.91,33.3
6,1,5,35.17,72.41,0.0,83.74,33.3
6,1,6,34.46,75.04,1.9,85.12,33.3
6,1,7,34.3,73.6,0.0,86.71,33.3
6,1,8,33.12,77.73,343.0,82.98,33.3
6,1,9,33.36,77.15,551.0,81.19,33.3
6,1,10,32.18,75.75,859.8,80.48,33.3
6,1,11,31.99,77.7,1070.6,79.65,33.3
6,1,12,30.52,71.3,1283.7,77.83,33.3
6,1,13,30.76,75.61,1385.1,78.63,33.3
6,1,14,30.98,74.12,1482.5,75.82,33.3
6,1,15,31.28,74.53,1273.0,75.77,33.3
6,1,16,31.28,75.96,1113.1,72.72,33.3
6,1,17,31.47,76.43,871.8,75.27,33.3
6,1,18,32.7,74.18,537.7,75.9,33.3
6,1,19,32.58,73.79,418.5,77.68,33.3
6,1,20,33.48,75.7,3.6,77.46,33.3
6,1,21,34.29,74.48,0.0,78.3,33.3
6,1,22,34.52,75.78,4.7,79.4,33.3
6,1,23,35.08,75.15,0.8,82.16,33.3
6,2,0,37.96,70.33,1.4,82.22,25.59
6,2,1,38.37,70.07,0.0,82.43,25.59
6,2,2,37.63,70.14,0.0,81.42,25.59
6,2,3,37.97,69.45,0.0,82.52,25.59
6,2,4,37.26,69.34,0.0,84.06,25.59
6,2,5,37.63,69.87,1.7,84.5,25.59
6,2,6,37.02,69.27,0.0,81.32,25.59
6,2,7,37.11,70.58,4.0,86.41,25.59
6,2,8,35.31,68.73,538.3,81.89,25.59
6,2,9,35.36,66.95,569.5,83.64,25.59
6,2,10,35.27,68.31,768.5,77.75,25.59
6,2,11,33.67,66.36,1037.5,80.42,25.59
6,2,12,33.87,71.28,1332.2,76.13,25.59
6,2,13,33.06,68.15,1267.7,75.96,25.59
6,2,14,31.9,70.12,1417.4,75.83,25.59
6,2,15,33.97,69.53,1434.7,75.55,25.59
6,2,16,33.31,68.87,971.8,73.1,25.59
6,2,17,33.91,70.05,839.7,72.75,25.59
6,2,18,33.68,68.33,785.4,75.53,25.59
6,2,19,35.71,67.88,319.4,74.08,25.59
6,2,20,35.85,66.24,0.0,76.07,25.59
6,2,21,35.9,66.04,0.6,78.22,25.59
6,2,22,37.57,67.56,1.5,81.74,25.59
6,2,23,37.84,68.31,0.3,79.76,25.59
6,3,0,35.65,65.36,0.0,75.01,48.66
6,3,1,34.81,66.46,0.0,73.8,48.66
6,3,2,34.9,68.7,0.0,74.25,48.66
6,3,3,34.98,68.74,0.0,76.45,48.66
6,3,4,35.07,65.03,1.0,77.89,48.66
6,3,5,34.43,69.16,0.0,78.84,48.66
6,3,6,34.19,67.14,0.0,76.49,48.66
6,3,7,34.1,66.03,0.0,77.41,48.66
6,3,8,32.54,69.0,480.7,74.21,48.66
6,3,9,32.51,65.92,612.3,73.91,48.66
6,3,10,31.79,66.68,678.9,73.07,48.66
6,3,11,30.0,67.17,1110.3,71.31,48.66
6,3,12,31.6,69.18,1209.8,69.86,48.66
6,3,13,30.35,65.27,1322.8,67.94,48.66
6,3,14,29.26,67.72,1394.6,65.48,48.66
6,3,15,30.57,68.72,1335.2,67.0,48.66
6,3,16,30.92,68.67,1153.9,66.08,48.66
6,3,17,31.17,69.44,850.6,70.63,48.66
6,3,18,31.3,67.7,599.4,68.32,48.66
6,3,19,31.3,66.83,353.5,68.99,48.66
6,3,20,33.33,68.62,0.0,72.88,48.66
6,3,21,33.64,66.48,0.3,71.29,48.66
6,3,22,33.78,67.94,0.0,71.71,48.66
6,3,23,34.3,65.5,0.3,74.49,48.66
6,4,0,35.11,65.63,0.6,76.31,47.5
6,4,1,36.45,64.57,2.7,79.58,47.5
6,4,2,36.33,62.49,0.0,78.28,47.5
6,4,3,36.61,63.12,0.0,81.66,47.5
6,4,4,35.76,62.85,1.6,78.98,47.5
6,4,5,34.71,65.36,0.0,78.96,47.5
6,4,6,34.84,64.15,0.0,77.89,47.5
6,4,7,34.83,65.7,0.0,78.98,47.5
6,4,8,33.22,63.24,337.4,76.72,47.5
6,4,9,33.44,64.2,549.9,76.81,47.5
6,4,10,31.93,63.69,867.2,74.86,47.5
6,4,11,31.57,61.53,1065.6,70.4,47.5
6,4,12,31.29,65.57,1298.4,68.53,47.5
6,4,13,31.24,63.32,1299.1,71.03,47.5
6,4,14,30.81,63.07,1421.1,68.79,47.5
6,4,15,31.19,62.91,1280.9,70.72,47.5
6,4,16,31.94,61.24,1185.1,71.16,47.5
6,4,17,32.58,64.58,817.9,70.18,47.5
6,4,18,31.89,63.29,674.3,68.52,47.5
6,4,19,32.37,64.5,563.3,72.39,47.5
6,4,20,33.96,65.27,1.3,72.24,47.5
6,4,21,34.71,61.75,0.4,72.65,47.5
6,4,22,34.92,63.11,1.0,72.83,47.5
6,4,23,35.14,62.82,1.7,75.34,47.5
6,5,0,37.33,72.77,2.9,76.37,33.03
6,5,1,37.1,71.31,0.5,76.53,33.03
6,5,2,36.92,72.53,1.7,74.46,33.03
6,5,3,37.51,73.81,1.0,77.45,33.03
6,5,4,37.24,72.98,0.0,78.79,33.03
6,5,5,36.77,74.67,0.0,77.0,33.03
6,5,6,35.88,73.68,2.7,76.86,33.03
